x_norm,y_norm,x_in,y_in,z_in
0.278671,-0.043983,0.5752720801955346,-0.09079592746730085,0.0
0.294712,-0.044436,0.608386180472982,-0.09173107411811338,0.0
0.31082,-0.044771,0.6416385916237285,-0.09242262848460829,0.0
0.32699,-0.044994,0.6750189919408114,-0.09288297661514072,0.0
0.343216,-0.045112,0.7085149953758755,-0.09312656889945833,0.0
0.359494,-0.045131,0.7421183445633506,-0.09316579138591626,0.0
0.375819,-0.045054,0.7758187177962744,-0.09300683709869205,0.0
0.392187,-0.044889,0.8096078577090766,-0.09266622076892589,0.0
0.408594,-0.044638,0.8434775069361873,-0.09214807107940284,0.0
0.425037,-0.044307,0.8774214724534286,-0.09146477407847801,0.0
0.441513,-0.0439,0.9114335612366232,-0.09062458713172152,0.0
0.458019,-0.043419,0.9455075802615935,-0.08963163892191836,0.0
0.474552,-0.04287,0.9796373365041618,-0.08849831549742372,0.0
0.491111,-0.042254,1.0138207656229359,-0.08722668119963009,0.0
0.507693,-0.041576,1.0480516745937376,-0.08582705773550009,0.0
0.524297,-0.040838,1.0823279990751753,-0.08430357378781875,0.0
0.540919,-0.040044,1.116641481701678,-0.08266448672215619,0.0
0.557558,-0.039194,1.1509900581318537,-0.08090979653851237,0.0
0.574214,-0.038293,1.1853737283657024,-0.07904982494384993,0.0
0.590883,-0.037341,1.219784235037654,-0.07708457193816885,0.0
0.607564,-0.036341,1.2542195138063155,-0.07502023054564673,0.0
0.624257,-0.035295,1.2886795646716873,-0.07286092944906858,0.0
0.640959,-0.034204,1.3231581946095918,-0.07060873298982694,0.0
0.657668,-0.03307,1.3576512749372442,-0.06826776985070684,0.0
0.674385,-0.031894,1.3921608699960368,-0.06584010437310081,0.0
0.691107,-0.030677,1.4266807867617919,-0.06332780089840138,0.0
0.707832,-0.029421,1.4612068965517244,-0.06073498810939359,0.0
0.72456,-0.028125,1.4957391993658347,-0.058059601664684914,0.0
0.74129,-0.026791,1.5302756308627299,-0.05530577024706038,0.0
0.75802,-0.02542,1.5648120623596251,-0.05247555819791255,0.0
0.774748,-0.024011,1.5993443651737353,-0.04956690117584887,0.0
0.791474,-0.022566,1.6338725393050604,-0.04658392786365439,0.0
0.808196,-0.021083,1.6683924560708154,-0.043522509578544075,0.0
0.824912,-0.019564,1.7028999867882153,-0.040386775003302955,0.0
0.841619,-0.018008,1.7373889384330827,-0.03717465979653852,0.0
0.858311,-0.016415,1.771846924957062,-0.03388616395825076,0.0
0.874981,-0.014787,1.806259495970406,-0.03052541617122474,0.0
0.891608,-0.013123,1.8405833003038714,-0.02709035209406791,0.0
0.908153,-0.011429,1.87473782864315,-0.023593357775135423,0.0
0.924532,-0.009712,1.9085496763112701,-0.02004888360417493,0.0
0.940577,-0.007991,1.9416720339542877,-0.01649615206764434,0.0
0.955985,-0.0063,1.9734794061302685,-0.01300535077288942,0.0
0.970297,-0.004697,2.0030242601400454,-0.009696211520676444,0.0
0.983014,-0.003243,2.0292764896287494,-0.006694659135949268,0.0
0.993834,-0.001986,2.0516126634958387,-0.00409978200554895,0.0
1.0,-0.00126,2.06434139252213,-0.002601070154577884,0.0
