airfoil,blades,tip_speed_ratio,aoa_deg,hub_radius_ratio,chord_scale,twist_scale,cp,ct,power_w,thrust_n,torque_nm,root_moment_nm,solidity_mean,obj_neg_cp,obj_root_moment,obj_solidity,obj_blade_pref_penalty,obj_solidity_with_blade_pref
4415,5,7.555938445787352,4.89474621008935,0.17612967722740056,0.9352410802584392,1.0543048074575319,0.5109021184468026,0.7932991019588733,1146677.2076630266,197832.63243396665,674481.824029464,3980340.773363177,0.06945969974809216,-0.5109021184468026,3980340.773363177,0.06945969974809216,0.16,0.22945969974809216
4415,5,7.745927620590698,5.931578974758203,0.17693975292670278,0.9975767942853583,0.9921211351286943,0.5104846050199726,0.8375930138434157,1145740.1335872826,208878.63156251662,657400.7169861352,4197391.736809955,0.06391499477609303,-0.5104846050199726,4197391.736809955,0.06391499477609303,0.16,0.22391499477609303
4415,5,7.781268047495773,5.998562811863675,0.17624713448322982,0.9994208291715942,0.9912208972337796,0.5102535293027662,0.83943771876903,1145221.5034062795,209338.6633848104,654118.7525483606,4212796.727351992,0.06335092229816908,-0.5102535293027662,4212796.727351992,0.06335092229816908,0.16,0.22335092229816908
4415,5,7.322349762849454,6.0807895697083785,0.1747418968510598,0.9302420670950532,0.9912759451946827,0.5102368322834412,0.8011090844344543,1145184.0283385422,199780.28293374932,695092.0070001014,4013363.6613304373,0.0658647796434725,-0.5102368322834412,4013363.6613304373,0.0658647796434725,0.16,0.2258647796434725
4415,5,7.781268047495773,5.998562811863675,0.17624713448322982,1.0128903432652774,0.9912208972337796,0.5099083074220104,0.845466291331071,1144446.6816782884,210842.06654866473,653676.1958720728,4243610.825375055,0.0641955762146003,-0.5099083074220104,4243610.825375055,0.0641955762146003,0.16,0.2241955762146003
4415,5,7.551634742505004,5.07952562654845,0.18079261722493423,0.9271060039973672,1.0471365792763796,0.5095081618036885,0.7901745931430232,1143548.5882006749,197053.44359765455,673024.8936927326,3933748.0844515995,0.066111692427001,-0.5095081618036885,3933748.0844515995,0.066111692427001,0.16,0.22611169242700102
4415,5,7.736314383365621,5.955869991176827,0.17529006497904429,0.9322166588490948,1.0161721132228827,0.50946182093833,0.8049877572889129,1143444.5799921134,200747.5449150789,656898.8357043974,4049698.490501001,0.06028748307554294,-0.50946182093833,4049698.490501001,0.06028748307554294,0.16,0.22028748307554294
4415,5,7.555938445787352,4.89474621008935,0.18294506736302402,0.9352410802584392,1.0543048074575319,0.5093729849352159,0.7909638944905901,1143245.1949899518,197250.27927159806,672463.0953477059,3925641.5397461713,0.06712305338715756,-0.5093729849352159,3925641.5397461713,0.06712305338715756,0.16,0.22712305338715755
4415,5,7.560152243181101,4.9627318877975535,0.17878342588225632,0.9161344232874286,1.0585282524431883,0.5091341817844801,0.7830952724213794,1142709.2212286778,195288.00525195512,671773.1980180674,3913160.26065096,0.06662567786025704,-0.5091341817844801,3913160.26065096,0.06662567786025704,0.16,0.22662567786025706
4415,5,7.563540203074132,5.71930994447345,0.18186205837320735,0.9395459755701713,1.0581126724796557,0.509062772695996,0.7986073285404712,1142548.9494834093,199156.39598746167,671378.1106066535,3978342.837959805,0.06253904182257457,-0.509062772695996,3978342.837959805,0.06253904182257457,0.16,0.22253904182257456
4412,5,7.794540965552645,5.8455558526676334,0.17587547215540425,0.9284198148475176,0.9501703913388704,0.5088477911746365,0.807281730559458,1142066.4413831083,201319.6151086849,651205.8725489945,4042687.86811923,0.059756460528249816,-0.5088477911746365,4042687.86811923,0.059756460528249816,0.16,0.21975646052824982
4415,5,7.854078673047316,6.0807895697083785,0.1747418968510598,0.9302420670950532,0.9912759451946827,0.508802747557716,0.8097261923072486,1141965.3447405058,201929.21406228945,646212.2094087469,4080511.362531351,0.058097377049712455,-0.508802747557716,4080511.362531351,0.058097377049712455,0.16,0.21809737704971247
4415,5,6.962615574818251,5.037463343242997,0.1759937420768828,0.9347514194890624,1.0718142297860787,0.5087305240179476,0.7813165419750309,1141803.245027236,194844.42612054976,728846.9447262862,3908113.980941064,0.07932369548154332,-0.5087305240179476,3908113.980941064,0.07932369548154332,0.16,0.2393236954815433
4415,5,7.492441384998836,5.144275908657725,0.18242660160525487,0.9194495790884158,1.040706722671605,0.5087196945332146,0.7863299560055688,1141778.9391516766,196094.6694306627,677292.3273122314,3901042.414638912,0.0655558563546938,-0.5087196945332146,3901042.414638912,0.0655558563546938,0.16,0.2255558563546938
4415,5,7.280497327222701,4.535425021357651,0.1826181823651914,0.9334758125149757,1.04753053882365,0.5084501888727884,0.7837215882123159,1141174.0561672675,195444.19564893146,696639.8675970013,3879033.2354276907,0.07442185228232538,-0.5084501888727884,3879033.2354276907,0.07442185228232538,0.16,0.23442185228232537
4415,5,7.599934873530403,5.807368200221981,0.1818841196051994,0.9196408379863636,0.9976935673360375,0.508247375225558,0.7954783738695012,1140718.8578459353,198376.09844546765,667092.7678714795,3948303.3178630453,0.060207705938920615,-0.508247375225558,3948303.3178630453,0.060207705938920615,0.16,0.2202077059389206
