alpha,cl,cd
-8.0,-0.7294,0.02731
-7.75,-0.713,0.02544
-7.5,-0.6952,0.02464
-7.25,-0.677,0.02368
-7.0,-0.6581,0.02281
-6.75,-0.6386,0.02147
-6.5,-0.6186,0.0209
-6.25,-0.5979,0.02032
-6.0,-0.5764,0.01932
-5.75,-0.555,0.01889
-5.25,-0.4824,0.01765
-5.0,-0.444,0.01696
-4.75,-0.4031,0.01639
-4.5,-0.3647,0.01587
-4.25,-0.3252,0.0154
-4.0,-0.2831,0.01488
-3.75,-0.2494,0.01443
-3.5,-0.2081,0.01398
-3.25,-0.1729,0.01356
-3.0,-0.1341,0.01311
-2.75,-0.0916,0.01258
-2.5,-0.0619,0.01211
-2.0,0.0018,0.01113
-1.75,0.0337,0.0107
-1.5,0.0588,0.01044
-1.25,0.0881,0.0102
-1.0,0.116,0.0101
-0.75,0.1491,0.01007
-0.5,0.1889,0.01002
-0.25,0.2332,0.01001
0.0,0.2825,0.00998
0.25,0.3331,0.00992
0.5,0.3758,0.00985
0.75,0.3989,0.00981
1.0,0.4222,0.00981
1.25,0.4457,0.00984
1.5,0.4691,0.00991
1.75,0.4926,0.00999
2.0,0.5162,0.0101
2.25,0.5398,0.01022
2.5,0.5635,0.01036
2.75,0.5872,0.01052
3.0,0.611,0.01068
3.25,0.6347,0.01086
3.5,0.6584,0.01105
3.75,0.6821,0.01124
4.0,0.7057,0.01144
4.25,0.7293,0.01164
4.5,0.7528,0.01185
4.75,0.7763,0.01206
5.0,0.7997,0.01228
5.25,0.823,0.01251
5.5,0.8461,0.01276
5.75,0.8689,0.01303
6.0,0.8917,0.01328
6.25,0.914,0.01357
6.5,0.9358,0.0139
6.75,0.9568,0.0143
7.0,0.9769,0.01477
7.25,0.9962,0.01534
7.5,1.0141,0.01603
7.75,1.0307,0.01686
8.0,1.0467,0.01776
8.5,1.0769,0.01971
8.75,1.0915,0.02069
9.0,1.105,0.02173
9.25,1.1176,0.0228
9.5,1.132,0.0237
9.75,1.1406,0.02497
10.0,1.1546,0.02586
10.25,1.1662,0.02692
10.5,1.1775,0.02831
10.75,1.1907,0.02939
11.0,1.2029,0.0306
11.25,1.2168,0.03224
11.5,1.2285,0.03344
11.75,1.2405,0.03474
12.0,1.2541,0.03617
12.25,1.2702,0.03815
12.5,1.2778,0.03972
12.75,1.2855,0.04137
13.0,1.2933,0.04305
13.25,1.3037,0.04477
13.5,1.3211,0.04745
13.75,1.3173,0.04983
14.0,1.3126,0.05255
14.25,1.3066,0.05558
14.5,1.2993,0.05885
14.75,1.2912,0.06234
15.0,1.283,0.06598
15.25,1.2745,0.06982
15.5,1.267,0.07365
15.75,1.2539,0.07836
16.0,1.2373,0.08377
16.25,1.2133,0.09063
16.5,1.1438,0.10638
16.75,1.0628,0.12787
17.0,1.0035,0.14756
17.25,0.6129,0.17707
17.5,0.6161,0.17959
17.75,0.6253,0.18157
18.0,0.6534,0.18414
