alpha,cl,cd
-8.0,-0.4144,0.01719
-7.75,-0.3795,0.01651
-7.5,-0.3446,0.01589
-7.25,-0.3204,0.01523
-7.0,-0.2911,0.01448
-6.75,-0.2608,0.01399
-6.5,-0.2359,0.0136
-6.25,-0.2085,0.01291
-6.0,-0.1813,0.01257
-5.75,-0.1544,0.01227
-5.5,-0.1269,0.01169
-5.25,-0.1008,0.01143
-5.0,-0.0731,0.01107
-4.75,-0.0466,0.01075
-4.5,-0.0186,0.01052
-4.25,0.0081,0.01021
-4.0,0.0359,0.00995
-3.75,0.0631,0.00976
-3.5,0.0906,0.00952
-3.25,0.118,0.00933
-3.0,0.1456,0.00916
-2.75,0.1732,0.00901
-2.5,0.2006,0.00886
-2.25,0.2281,0.00874
-2.0,0.2556,0.00863
-1.75,0.2829,0.00852
-1.5,0.3102,0.00841
-1.25,0.3375,0.00831
-1.0,0.3646,0.00821
-0.75,0.3914,0.00809
-0.5,0.4175,0.00782
-0.25,0.4421,0.00742
0.0,0.4647,0.00708
0.25,0.4853,0.00683
0.5,0.5342,0.00688
0.75,0.5641,0.00701
1.0,0.5897,0.00712
1.25,0.6156,0.00724
1.5,0.6415,0.00738
2.0,0.6938,0.00765
2.25,0.7201,0.0078
2.5,0.7464,0.00795
2.75,0.773,0.00809
3.0,0.7992,0.00827
3.25,0.8261,0.00839
3.75,0.8791,0.0087
4.25,0.932,0.00902
4.5,0.9578,0.00922
4.75,0.9844,0.00935
5.0,1.0099,0.00957
5.25,1.0362,0.00969
5.5,1.0616,0.00989
5.75,1.0864,0.0101
6.0,1.112,0.01025
6.25,1.137,0.01045
6.5,1.1615,0.01068
6.75,1.1858,0.01091
7.0,1.2099,0.01114
7.5,1.2558,0.01176
7.75,1.277,0.01216
8.0,1.297,0.01265
8.25,1.3153,0.01324
8.5,1.3319,0.01392
8.75,1.3467,0.01471
9.0,1.3589,0.01556
9.25,1.3688,0.01646
9.5,1.3787,0.01739
9.75,1.3881,0.01835
10.0,1.3985,0.01928
10.25,1.4086,0.02024
10.5,1.4183,0.02125
10.75,1.4268,0.02237
11.0,1.438,0.02334
11.25,1.4437,0.02471
11.5,1.4553,0.02573
11.75,1.4616,0.02716
12.0,1.4678,0.02866
12.25,1.4763,0.03004
12.5,1.4811,0.03178
12.75,1.4799,0.03411
13.0,1.4878,0.03572
13.25,1.4931,0.03761
13.5,1.4961,0.03978
13.75,1.493,0.04263
14.0,1.4913,0.04546
14.25,1.4944,0.04786
14.5,1.496,0.05049
14.75,1.4966,0.05331
15.0,1.4958,0.05635
15.25,1.4917,0.05982
15.5,1.4826,0.06392
15.75,1.4818,0.06715
16.0,1.4819,0.07031
16.25,1.481,0.07364
16.5,1.4794,0.0771
16.75,1.4773,0.08066
17.0,1.4746,0.08433
17.25,1.4707,0.08815
17.5,1.4655,0.09207
17.75,1.4601,0.09587
18.0,1.4582,0.09963
