alpha,cl,cd
-8.0,-0.756,0.01194
-7.75,-0.7228,0.0116
-7.5,-0.6913,0.01127
-7.25,-0.6582,0.011
-7.0,-0.6251,0.01077
-6.75,-0.5943,0.01015
-6.5,-0.5671,0.00989
-6.25,-0.538,0.00965
-6.0,-0.5118,0.00943
-5.75,-0.4855,0.00924
-5.5,-0.4604,0.00899
-5.25,-0.4356,0.00874
-5.0,-0.41,0.00862
-4.75,-0.3835,0.00853
-4.5,-0.3566,0.00845
-4.25,-0.3303,0.00823
-4.0,-0.3032,0.00815
-3.75,-0.276,0.0081
-3.5,-0.2489,0.00799
-3.25,-0.2216,0.00794
-3.0,-0.194,0.00792
-2.75,-0.1668,0.00784
-2.5,-0.1391,0.00783
-2.25,-0.1116,0.00778
-2.0,-0.0838,0.00778
-1.75,-0.0562,0.00775
-1.5,-0.0287,0.00775
-1.25,-0.001,0.00772
-1.0,0.0265,0.00769
-0.75,0.0497,0.00693
-0.5,0.0739,0.00647
-0.25,0.0996,0.00623
0.0,0.126,0.00612
0.25,0.1526,0.00603
0.5,0.1793,0.00598
0.75,0.2059,0.00598
1.0,0.2326,0.00599
1.25,0.2594,0.00601
1.5,0.2859,0.00604
1.75,0.312,0.00607
2.0,0.3391,0.00614
2.25,0.3662,0.00623
2.5,0.3935,0.00632
2.75,0.4207,0.00642
3.0,0.4478,0.00651
3.25,0.4751,0.00663
3.5,0.5027,0.00673
3.75,0.5317,0.00683
4.0,0.5612,0.00696
4.25,0.5907,0.00709
4.5,0.6243,0.00719
4.75,0.658,0.00732
5.0,0.6917,0.00749
5.25,0.7249,0.0076
5.5,0.7571,0.00772
5.75,0.7916,0.00786
6.0,0.8254,0.00805
6.25,0.8596,0.00814
6.5,0.8933,0.00827
6.75,0.9266,0.00844
7.0,0.9588,0.00863
7.25,0.9823,0.00872
7.5,1.0055,0.00885
7.75,1.0283,0.00903
8.0,1.0512,0.00921
8.25,1.075,0.00934
8.5,1.0982,0.00953
8.75,1.1214,0.00975
9.0,1.1456,0.00991
9.25,1.169,0.01014
9.5,1.1926,0.01038
9.75,1.2169,0.01059
10.0,1.2404,0.0109
10.25,1.2649,0.01113
10.5,1.2881,0.0115
10.75,1.3123,0.01178
11.0,1.3351,0.01219
11.25,1.3579,0.01261
11.5,1.3805,0.01303
11.75,1.402,0.01354
12.0,1.4227,0.0141
12.5,1.4631,0.01526
12.75,1.4829,0.01584
13.0,1.5016,0.01647
13.25,1.5194,0.01714
13.5,1.5375,0.01774
13.75,1.5533,0.01846
14.0,1.5692,0.01907
14.25,1.5801,0.01984
14.5,1.5927,0.02052
14.75,1.6035,0.02134
15.0,1.6119,0.02236
15.25,1.6222,0.02329
15.5,1.6313,0.02436
15.75,1.6376,0.0257
16.0,1.6412,0.02736
16.25,1.6472,0.02895
16.5,1.6522,0.03073
16.75,1.6546,0.0329
17.0,1.6542,0.03553
17.25,1.6506,0.03869
17.5,1.643,0.04256
17.75,1.6297,0.04738
18.0,1.6167,0.05239
