alpha,cl,cd
-8.0,-0.7143,0.00842
-7.75,-0.6874,0.00827
-7.5,-0.6603,0.00815
-7.25,-0.633,0.00804
-7.0,-0.6057,0.00793
-6.5,-0.5512,0.00768
-6.25,-0.5236,0.0076
-6.0,-0.4958,0.00754
-5.75,-0.4681,0.00745
-5.5,-0.4404,0.00737
-5.25,-0.4125,0.00731
-5.0,-0.3845,0.00728
-4.75,-0.3567,0.00719
-4.5,-0.3286,0.00714
-4.25,-0.3005,0.00712
-4.0,-0.2724,0.00705
-3.75,-0.2441,0.00702
-3.5,-0.2159,0.00697
-3.25,-0.1876,0.00694
-3.0,-0.1593,0.00689
-2.75,-0.1309,0.00686
-2.5,-0.1026,0.00681
-2.0,-0.0456,0.00674
-1.75,-0.0171,0.00669
-1.5,0.0114,0.00666
-1.25,0.04,0.00661
-1.0,0.0685,0.00658
-0.75,0.0971,0.00651
-0.5,0.1255,0.00645
-0.25,0.1539,0.00637
0.0,0.1822,0.00627
0.25,0.2097,0.00607
0.5,0.2364,0.00571
0.75,0.2633,0.00545
1.0,0.2909,0.00526
1.25,0.3185,0.00512
1.5,0.3463,0.00504
1.75,0.3745,0.00497
2.0,0.4022,0.00492
2.25,0.4302,0.00488
2.5,0.458,0.00486
2.75,0.4854,0.00486
3.0,0.5125,0.00485
3.25,0.5402,0.00492
3.5,0.5684,0.00498
3.75,0.5962,0.00505
4.0,0.624,0.00514
4.25,0.6517,0.00521
4.5,0.679,0.00532
4.75,0.7067,0.00541
5.0,0.7339,0.00554
5.25,0.7609,0.00566
5.5,0.7903,0.00579
5.75,0.8197,0.00596
6.0,0.8484,0.00612
6.25,0.8779,0.00628
6.5,0.9096,0.00648
6.75,0.9412,0.00671
7.0,0.9724,0.00695
7.25,1.0033,0.0072
7.5,1.0339,0.00748
7.75,1.0642,0.00777
8.0,1.0942,0.00809
8.25,1.1241,0.00841
8.5,1.1472,0.00872
8.75,1.1683,0.00904
9.0,1.1901,0.00936
9.25,1.2123,0.00967
9.5,1.2354,0.00995
9.75,1.2587,0.01025
10.0,1.2821,0.01059
10.25,1.3062,0.01089
10.5,1.3303,0.01119
10.75,1.354,0.01153
11.0,1.3782,0.01183
11.25,1.4016,0.01219
11.5,1.4254,0.0125
11.75,1.4488,0.01284
12.0,1.4713,0.01323
12.25,1.4946,0.01355
12.5,1.5169,0.01393
12.75,1.5382,0.01437
13.0,1.5603,0.01472
13.25,1.5815,0.01512
13.5,1.6015,0.01557
13.75,1.6204,0.01607
14.0,1.6399,0.0165
14.25,1.6578,0.01694
14.5,1.6723,0.01743
14.75,1.6853,0.01801
15.0,1.697,0.01869
15.25,1.7079,0.01946
15.5,1.7211,0.02014
15.75,1.7331,0.02093
16.0,1.744,0.02185
16.25,1.7536,0.0229
16.5,1.762,0.02413
16.75,1.7688,0.02555
17.0,1.7738,0.02724
17.25,1.7773,0.02919
17.5,1.7797,0.03137
17.75,1.7836,0.03354
18.0,1.7856,0.036
