alpha,cl,cd
-8.0,-0.9026,0.01284
-7.75,-0.8818,0.01251
-7.5,-0.8605,0.01223
-7.25,-0.8404,0.01186
-7.0,-0.8191,0.01161
-6.75,-0.7987,0.01127
-6.5,-0.7775,0.011
-6.0,-0.715,0.01039
-5.75,-0.6797,0.01005
-5.5,-0.644,0.0097
-5.25,-0.6104,0.00937
-5.0,-0.576,0.00902
-4.75,-0.5403,0.0087
-4.5,-0.5036,0.00837
-4.25,-0.4694,0.00805
-4.0,-0.4369,0.00775
-3.75,-0.4032,0.00746
-3.5,-0.3742,0.0072
-3.25,-0.3442,0.00695
-3.0,-0.3177,0.00674
-2.75,-0.2907,0.00655
-2.5,-0.2642,0.00636
-2.25,-0.238,0.0062
-2.0,-0.2118,0.00607
-1.75,-0.1855,0.00594
-1.5,-0.1591,0.00584
-1.0,-0.1061,0.00567
-0.75,-0.0796,0.00563
-0.5,-0.0531,0.00559
-0.25,-0.0265,0.00556
0.0,0.0,0.00557
0.25,0.0265,0.00556
0.5,0.0531,0.00559
0.75,0.0796,0.00563
1.0,0.1061,0.00567
1.25,0.1326,0.00575
1.5,0.1592,0.00583
1.75,0.1855,0.00594
2.0,0.2118,0.00607
2.25,0.2381,0.0062
2.5,0.2642,0.00636
2.75,0.2907,0.00655
3.0,0.3177,0.00674
3.25,0.3442,0.00695
3.5,0.3742,0.0072
3.75,0.4032,0.00745
4.0,0.4369,0.00775
4.5,0.5036,0.00836
4.75,0.5403,0.00869
5.0,0.576,0.00902
5.25,0.6104,0.00937
5.5,0.644,0.0097
5.75,0.6798,0.01005
6.0,0.715,0.01039
6.5,0.7774,0.011
6.75,0.7986,0.01127
7.0,0.819,0.01161
7.25,0.8403,0.01186
7.5,0.8605,0.01223
7.75,0.8817,0.01251
8.0,0.9026,0.01284
8.25,0.9227,0.01326
8.5,0.9444,0.01355
8.75,0.9651,0.01396
9.0,0.9851,0.01444
9.25,1.0068,0.01479
9.5,1.0284,0.01519
9.75,1.0472,0.01588
10.0,1.0694,0.01626
10.25,1.0914,0.01668
10.5,1.1129,0.01716
10.75,1.132,0.01784
11.0,1.1497,0.01863
11.25,1.1705,0.01914
11.5,1.1903,0.01971
11.75,1.2097,0.02029
12.0,1.2278,0.02095
12.25,1.2396,0.02204
12.5,1.2529,0.02293
12.75,1.2664,0.02363
13.0,1.2781,0.02446
13.25,1.2889,0.02537
13.5,1.2989,0.02639
13.75,1.308,0.02753
14.0,1.3157,0.02884
14.25,1.3204,0.03049
14.5,1.3203,0.0327
14.75,1.3129,0.03585
15.0,1.3155,0.03825
15.25,1.3181,0.04082
15.5,1.3191,0.04374
15.75,1.3177,0.04711
16.0,1.3139,0.05093
16.25,1.3085,0.05513
16.5,1.3012,0.0597
16.75,1.2906,0.06485
17.0,1.2782,0.07038
17.25,1.2641,0.07629
17.5,1.2484,0.0826
17.75,1.2313,0.08926
18.0,1.2139,0.09612
