alpha,cl,cd
-8.0,-0.8457,0.02605
-7.75,-0.8245,0.02496
-7.5,-0.8036,0.02372
-7.25,-0.7832,0.02281
-7.0,-0.7632,0.02172
-6.75,-0.7438,0.02075
-6.5,-0.7248,0.01986
-6.25,-0.706,0.01902
-6.0,-0.6878,0.01817
-5.75,-0.6696,0.01742
-5.5,-0.6516,0.0167
-5.25,-0.6334,0.01607
-4.75,-0.5956,0.01508
-4.5,-0.576,0.01469
-4.25,-0.5559,0.01436
-4.0,-0.5356,0.01405
-3.75,-0.5149,0.01379
-3.5,-0.4939,0.01357
-3.25,-0.4728,0.01339
-3.0,-0.4515,0.01325
-2.75,-0.43,0.01315
-2.5,-0.4087,0.01309
-2.25,-0.3877,0.01309
-2.0,-0.3673,0.01314
-1.75,-0.3478,0.01326
-1.5,-0.3287,0.01345
-1.25,-0.3087,0.01372
-1.0,-0.2734,0.01412
-0.75,-0.2133,0.01461
-0.5,-0.1455,0.01504
-0.25,-0.0756,0.01529
0.0,-0.0,0.0154
0.25,0.0756,0.01529
0.5,0.1455,0.01504
0.75,0.2133,0.01461
1.0,0.2734,0.01411
1.25,0.3086,0.01372
1.5,0.3287,0.01345
1.75,0.3477,0.01326
2.0,0.3673,0.01314
2.25,0.3876,0.01309
2.5,0.4086,0.01309
2.75,0.43,0.01315
3.0,0.4514,0.01325
3.25,0.4727,0.01339
3.5,0.4939,0.01357
3.75,0.5148,0.01379
4.0,0.5355,0.01405
4.25,0.5558,0.01436
4.5,0.5759,0.01469
4.75,0.5955,0.01508
5.0,0.6145,0.01556
5.25,0.6334,0.01607
5.5,0.6516,0.0167
5.75,0.6695,0.01741
6.0,0.6878,0.01817
6.25,0.706,0.01902
6.5,0.7247,0.01986
6.75,0.7437,0.02075
7.0,0.7632,0.02172
7.25,0.7832,0.02281
7.5,0.8036,0.02371
7.75,0.8245,0.02496
8.0,0.8458,0.02605
8.25,0.8666,0.02751
8.5,0.8873,0.02875
8.75,0.9091,0.0307
9.0,0.9263,0.03207
9.25,0.945,0.03369
9.5,0.9645,0.03544
9.75,0.9777,0.03805
10.0,0.9862,0.04034
10.25,0.9932,0.04308
10.5,0.9973,0.04607
10.75,1.0001,0.04898
11.0,1.0146,0.05094
11.25,1.0206,0.05447
11.5,1.0079,0.05851
11.75,0.9892,0.06218
12.0,0.968,0.06615
12.5,0.738,0.11344
12.75,0.486,0.13412
13.0,0.4889,0.13668
13.25,0.515,0.1397
13.5,0.5265,0.14448
13.75,0.4802,0.14469
14.0,0.4756,0.14662
14.25,0.484,0.14901
14.5,0.5261,0.1559
14.75,0.4883,0.15495
15.0,0.4769,0.15623
15.25,0.4813,0.15854
15.5,0.4945,0.16152
15.75,0.5256,0.16897
16.0,0.4954,0.16743
16.25,0.4863,0.16862
16.5,0.4911,0.17089
16.75,0.5047,0.17396
17.0,0.5319,0.18168
17.25,0.5081,0.17998
17.5,0.5007,0.18115
17.75,0.5039,0.18353
18.0,0.5098,0.18599
