alpha,cl,cd
-8.0,-0.5555,0.06364
-7.75,-0.5489,0.06111
-7.5,-0.5458,0.05837
-7.25,-0.5462,0.05534
-7.0,-0.5969,0.03841
-6.75,-0.5842,0.03704
-6.5,-0.5837,0.03156
-6.25,-0.5727,0.02894
-6.0,-0.5591,0.02712
-5.75,-0.5435,0.02503
-5.5,-0.5257,0.02423
-5.0,-0.4568,0.02146
-4.75,-0.4164,0.01998
-4.5,-0.3723,0.01905
-4.25,-0.3319,0.01806
-4.0,-0.2875,0.01714
-3.75,-0.2482,0.01626
-3.5,-0.2031,0.01551
-3.25,-0.1676,0.01472
-3.0,-0.1326,0.01401
-2.75,-0.0998,0.01338
-2.5,-0.0705,0.01278
-2.25,-0.045,0.01202
-2.0,-0.0336,0.01008
-1.75,-0.017,0.00943
-1.5,0.0065,0.00939
-1.25,0.0333,0.00955
-1.0,0.0648,0.00982
-0.75,0.1043,0.01014
-0.5,0.1532,0.01048
-0.25,0.2054,0.01078
0.0,0.2649,0.01102
0.25,0.3201,0.01113
0.5,0.3436,0.01117
0.75,0.3673,0.01122
1.0,0.3912,0.01129
1.25,0.4152,0.01139
1.5,0.4394,0.01147
1.75,0.4634,0.01157
2.0,0.4872,0.0117
2.25,0.511,0.01188
2.5,0.5346,0.01199
2.75,0.5583,0.01217
3.0,0.582,0.01234
3.25,0.6056,0.01253
3.5,0.6292,0.01275
3.75,0.6527,0.01293
4.0,0.6764,0.01318
4.25,0.6998,0.01337
4.5,0.7236,0.01364
4.75,0.747,0.01383
5.0,0.7708,0.01412
5.25,0.7941,0.01433
5.5,0.8179,0.01461
5.75,0.8412,0.01484
6.0,0.8649,0.01511
6.25,0.888,0.01536
6.5,0.9117,0.01563
6.75,0.9347,0.01588
7.0,0.9584,0.01618
7.25,0.9811,0.01638
7.5,1.0043,0.01667
7.75,1.0269,0.01687
8.0,1.0495,0.01715
8.5,1.094,0.01765
8.75,1.1158,0.01796
9.0,1.1371,0.01829
9.25,1.1578,0.01863
9.5,1.1783,0.01898
9.75,1.198,0.0194
10.0,1.2168,0.01989
10.25,1.2342,0.02046
10.5,1.2497,0.02118
10.75,1.2637,0.022
11.0,1.2755,0.02297
11.25,1.2836,0.02412
11.5,1.2873,0.02537
11.75,1.2894,0.02682
12.25,1.2923,0.03019
12.5,1.2894,0.03243
12.75,1.2922,0.0344
13.0,1.289,0.03702
13.25,1.2894,0.03953
13.5,1.2898,0.04214
13.75,1.2877,0.04508
14.0,1.2863,0.04797
14.25,1.2863,0.05091
14.5,1.2857,0.0539
14.75,1.285,0.05684
15.0,1.2862,0.05943
15.25,1.2844,0.06276
15.5,1.2828,0.06604
15.75,1.2821,0.0692
16.0,1.2836,0.07201
16.25,1.2881,0.07422
16.5,1.281,0.07858
16.75,1.2746,0.08292
17.0,1.2685,0.08725
17.25,1.2622,0.09168
17.5,1.2561,0.09614
17.75,1.2511,0.10046
18.0,1.2497,0.10411
