alpha,cl,cd
-8.0,-0.5604,0.04474
-7.5,-0.5943,0.03941
-7.25,-0.6237,0.04504
-7.0,-0.6129,0.04249
-6.75,-0.602,0.04061
-6.5,-0.5918,0.03902
-6.25,-0.5832,0.04062
-6.0,-0.5797,0.03501
-5.75,-0.5669,0.03298
-5.5,-0.5414,0.03099
-5.25,-0.5051,0.02872
-5.0,-0.4721,0.01984
-4.75,-0.435,0.01812
-4.5,-0.395,0.01717
-4.25,-0.3556,0.0165
-4.0,-0.316,0.01568
-3.75,-0.2742,0.01458
-3.5,-0.2345,0.01401
-3.25,-0.1985,0.01312
-3.0,-0.1644,0.01258
-2.75,-0.1366,0.01206
-2.5,-0.1096,0.01161
-2.25,-0.0837,0.01117
-2.0,-0.0583,0.01082
-1.75,-0.0339,0.01038
-1.5,-0.0247,0.00822
-1.25,-0.0057,0.00771
-1.0,0.0164,0.00753
-0.75,0.0399,0.00752
-0.5,0.0641,0.00761
-0.25,0.0895,0.00775
0.0,0.1161,0.00796
0.25,0.1441,0.00821
0.5,0.1798,0.00855
0.75,0.2242,0.00887
1.0,0.2608,0.0091
1.25,0.3019,0.00935
1.5,0.3382,0.00961
1.75,0.3792,0.00985
2.0,0.4185,0.0101
2.25,0.458,0.01036
2.5,0.4983,0.01059
2.75,0.5223,0.01075
3.0,0.5455,0.01092
3.25,0.5681,0.01113
3.5,0.5909,0.01127
3.75,0.6134,0.01149
4.0,0.6361,0.01166
4.25,0.6581,0.01195
4.5,0.681,0.0121
4.75,0.7033,0.01233
5.0,0.7255,0.01263
5.25,0.7484,0.01282
5.5,0.7709,0.01307
5.75,0.793,0.01345
6.0,0.8162,0.01364
6.25,0.8391,0.01388
6.5,0.8615,0.01426
6.75,0.8845,0.01459
7.0,0.9077,0.01482
7.25,0.9307,0.0151
7.5,0.9533,0.01562
7.75,0.9768,0.01585
8.0,1.0003,0.01612
8.25,1.0236,0.01642
8.5,1.0466,0.01697
8.75,1.0701,0.01719
9.0,1.0934,0.01744
9.25,1.1162,0.01783
9.5,1.139,0.01821
9.75,1.1619,0.01843
10.0,1.1841,0.01874
10.25,1.206,0.01914
10.5,1.2282,0.01937
10.75,1.249,0.01978
11.0,1.2703,0.02013
11.25,1.2913,0.02044
11.5,1.3101,0.02096
11.75,1.3306,0.02129
12.0,1.3469,0.02191
12.25,1.3666,0.0223
12.5,1.3797,0.02301
12.75,1.3953,0.02355
13.0,1.4055,0.0244
13.25,1.4162,0.02531
13.5,1.4248,0.02641
13.75,1.4283,0.02792
14.0,1.4338,0.02943
14.25,1.4344,0.03143
14.5,1.4334,0.03375
14.75,1.429,0.03662
15.0,1.4259,0.03964
15.25,1.4151,0.04378
15.5,1.4048,0.04819
15.75,1.3954,0.05271
16.0,1.3815,0.05803
16.25,1.3636,0.06401
16.5,1.3433,0.07041
16.75,1.3219,0.07692
17.0,1.3065,0.08287
17.25,1.2907,0.08891
17.5,1.2755,0.09495
17.75,1.2613,0.10092
18.0,1.248,0.10674
