alpha,cl,cd
-8.0,-0.6405,0.01105
-7.75,-0.6121,0.01069
-7.5,-0.5813,0.01043
-7.25,-0.5508,0.0101
-7.0,-0.5241,0.00981
-6.75,-0.4967,0.00961
-6.5,-0.4696,0.00931
-6.25,-0.4432,0.00911
-6.0,-0.4163,0.00887
-5.75,-0.3896,0.00867
-5.5,-0.3627,0.00845
-5.0,-0.3086,0.00808
-4.75,-0.2813,0.00789
-4.5,-0.2539,0.00773
-4.0,-0.1991,0.00742
-3.75,-0.1717,0.00727
-3.5,-0.1443,0.00713
-3.25,-0.1168,0.00698
-3.0,-0.0893,0.00685
-2.75,-0.0617,0.00674
-2.5,-0.0343,0.00662
-2.25,-0.0068,0.00653
-2.0,0.0207,0.00642
-1.75,0.0482,0.00633
-1.5,0.0756,0.00624
-1.25,0.103,0.00614
-1.0,0.1303,0.00603
-0.75,0.1572,0.00589
-0.5,0.1842,0.00577
-0.25,0.2112,0.00567
0.0,0.2382,0.00559
0.25,0.2651,0.00552
0.5,0.2919,0.00547
0.75,0.3186,0.00543
1.0,0.3449,0.00539
1.25,0.3709,0.00537
1.5,0.3965,0.00538
1.75,0.4221,0.00543
2.0,0.4487,0.00552
2.25,0.4779,0.00563
2.5,0.5103,0.00576
2.75,0.5438,0.0059
3.0,0.5798,0.00604
3.25,0.6154,0.0062
3.5,0.653,0.00635
3.75,0.6909,0.00651
4.0,0.7175,0.00667
4.25,0.7411,0.00685
4.75,0.7879,0.00728
5.0,0.811,0.00755
5.25,0.8343,0.00781
5.5,0.8571,0.00813
5.75,0.8801,0.00847
6.0,0.9034,0.00882
6.25,0.9265,0.00921
6.5,0.9499,0.00959
6.75,0.9733,0.00998
7.0,0.997,0.01036
7.25,1.0205,0.01075
7.5,1.0441,0.01114
7.75,1.0679,0.0115
8.0,1.0918,0.01186
8.25,1.1153,0.01224
8.5,1.1384,0.01265
8.75,1.1623,0.01298
9.0,1.1851,0.01339
9.25,1.2083,0.01374
9.5,1.2304,0.01419
9.75,1.2534,0.01454
10.0,1.2746,0.01502
10.25,1.2963,0.01544
10.5,1.3178,0.01585
10.75,1.3376,0.01637
11.0,1.3569,0.01689
11.25,1.3771,0.01731
11.5,1.395,0.0178
11.75,1.4094,0.01842
12.0,1.4226,0.01911
12.25,1.4387,0.01964
12.5,1.4538,0.02025
12.75,1.4679,0.02093
13.0,1.4803,0.02174
13.25,1.4882,0.02287
13.5,1.4996,0.0238
13.75,1.5122,0.02469
14.0,1.5232,0.02572
14.25,1.5333,0.02686
14.5,1.5425,0.02813
14.75,1.5499,0.02959
15.0,1.5547,0.03135
15.25,1.5544,0.03367
15.5,1.5529,0.03624
15.75,1.5588,0.03819
16.0,1.5629,0.04039
16.25,1.5649,0.04288
16.5,1.5655,0.04562
16.75,1.5647,0.04863
17.0,1.5626,0.05187
17.25,1.5593,0.05537
17.5,1.5548,0.05915
17.75,1.5494,0.0631
18.0,1.5403,0.06765
