alpha,cl,cd
-8.0,-0.3752,0.09485
-7.75,-0.4065,0.09356
-7.5,-0.4626,0.09317
-7.25,-0.4706,0.08907
-7.0,-0.4584,0.08729
-6.75,-0.4584,0.08541
-6.5,-0.455,0.08277
-6.25,-0.4273,0.07313
-6.0,-0.3977,0.07076
-5.75,-0.3691,0.06397
-5.5,-0.3369,0.06105
-5.25,-0.3057,0.05047
-5.0,-0.2652,0.03046
-4.75,-0.2301,0.02928
-4.5,-0.1891,0.02764
-4.25,-0.1442,0.02613
-4.0,-0.1134,0.02528
-3.75,-0.0695,0.02412
-3.5,-0.0378,0.02328
-3.25,0.0045,0.02245
-2.75,0.0801,0.02114
-2.5,0.1266,0.02032
-2.25,0.1557,0.01986
-2.0,0.1972,0.01907
-1.75,0.2262,0.01855
-1.5,0.2636,0.0176
-1.25,0.2886,0.01675
-1.0,0.3377,0.01535
-0.75,0.3748,0.01518
-0.5,0.4098,0.01491
-0.25,0.436,0.01489
0.0,0.4655,0.01479
0.25,0.497,0.01464
0.5,0.5228,0.01469
0.75,0.5504,0.0147
1.0,0.5818,0.01461
1.25,0.6067,0.01476
1.5,0.633,0.01489
1.75,0.6619,0.01496
2.0,0.6886,0.0151
2.25,0.7141,0.01532
2.5,0.7423,0.01546
2.75,0.7686,0.01567
3.0,0.7941,0.01594
3.25,0.8236,0.01609
3.5,0.8472,0.01642
3.75,0.8738,0.01669
4.0,0.9007,0.01693
4.25,0.9253,0.01728
4.5,0.9545,0.01748
4.75,0.9773,0.01787
5.0,1.004,0.01816
5.25,1.0296,0.01845
5.5,1.0538,0.01882
5.75,1.0827,0.01903
6.0,1.1045,0.0194
6.25,1.1288,0.01971
6.5,1.1556,0.01991
6.75,1.1791,0.02012
7.0,1.201,0.02035
7.25,1.2231,0.02055
7.5,1.2449,0.02074
7.75,1.2662,0.02094
8.0,1.2866,0.02114
8.25,1.3057,0.02136
8.5,1.3232,0.02158
8.75,1.3392,0.02183
9.0,1.3537,0.02212
9.25,1.3644,0.02253
9.5,1.3727,0.02309
9.75,1.376,0.02386
10.0,1.3738,0.02495
10.25,1.3679,0.0265
10.5,1.3595,0.02848
10.75,1.3513,0.03072
11.0,1.3451,0.03305
11.25,1.3407,0.03542
11.5,1.3379,0.03779
11.75,1.3365,0.04017
12.0,1.3391,0.04231
12.25,1.3429,0.04446
12.5,1.3479,0.0465
12.75,1.3565,0.04846
13.0,1.3636,0.05042
13.25,1.3798,0.05207
13.5,1.3867,0.0542
13.75,1.3961,0.05614
14.0,1.4177,0.05789
14.25,1.4209,0.06045
14.5,1.4259,0.063
14.75,1.4303,0.06553
15.0,1.4583,0.06767
15.25,1.4459,0.07118
15.5,1.4341,0.07507
15.75,1.4217,0.07932
16.0,1.4071,0.08397
16.25,1.3903,0.08906
16.5,1.3705,0.09472
16.75,1.3482,0.10106
17.0,1.3228,0.10826
17.25,1.2943,0.11647
17.5,1.2629,0.12589
17.75,1.2286,0.13681
18.0,1.1938,0.14898
