alpha,cl,cd
-8.0,-0.4295,0.00826
-7.75,-0.4013,0.0081
-7.5,-0.3731,0.00799
-7.25,-0.3447,0.00787
-7.0,-0.3167,0.00775
-6.75,-0.2881,0.00764
-6.5,-0.2599,0.00754
-6.25,-0.2314,0.00743
-6.0,-0.2029,0.00736
-5.75,-0.1747,0.00725
-5.5,-0.146,0.00718
-5.25,-0.1178,0.0071
-5.0,-0.0891,0.00704
-4.75,-0.0607,0.00696
-4.25,-0.0037,0.00685
-4.0,0.0248,0.00681
-3.75,0.0532,0.00677
-3.5,0.0818,0.00671
-3.25,0.1103,0.0067
-3.0,0.1387,0.00666
-2.75,0.1673,0.00661
-2.5,0.1957,0.00661
-2.25,0.2243,0.00657
-2.0,0.2528,0.00655
-1.75,0.2813,0.00654
-1.5,0.3099,0.00652
-1.25,0.3383,0.0065
-1.0,0.3669,0.00648
-0.75,0.3954,0.00647
-0.5,0.424,0.00646
-0.25,0.4527,0.00645
0.0,0.481,0.00646
0.25,0.5098,0.00643
0.5,0.5382,0.00642
0.75,0.5666,0.00642
1.0,0.5953,0.00639
1.25,0.6236,0.00637
1.5,0.6516,0.00634
1.75,0.6798,0.0062
2.0,0.7078,0.00611
2.25,0.7355,0.00606
2.5,0.7636,0.00601
2.75,0.7916,0.00595
3.0,0.8191,0.00591
3.25,0.846,0.00587
3.5,0.8727,0.0058
3.75,0.8972,0.00578
4.0,0.9217,0.00584
4.25,0.9536,0.00593
4.5,0.9877,0.00608
4.75,1.0225,0.00622
5.0,1.0474,0.00636
5.25,1.0723,0.00653
5.5,1.098,0.00668
5.75,1.1232,0.00686
6.0,1.1479,0.00708
6.25,1.1731,0.00728
6.5,1.1981,0.00749
6.75,1.2226,0.00774
7.0,1.2466,0.008
7.25,1.2701,0.00829
7.5,1.2933,0.00859
7.75,1.3158,0.00892
8.0,1.3379,0.00926
8.25,1.3595,0.00962
8.5,1.3802,0.01
8.75,1.4003,0.01039
9.0,1.4191,0.01079
9.25,1.4359,0.01122
9.5,1.4526,0.01165
9.75,1.4691,0.01212
10.0,1.4855,0.0126
10.25,1.5022,0.01306
10.5,1.5193,0.01352
10.75,1.5353,0.01404
11.0,1.5507,0.0146
11.25,1.5671,0.01512
11.5,1.5827,0.01569
11.75,1.5966,0.01635
12.0,1.6128,0.01692
12.25,1.6261,0.01765
12.5,1.6415,0.01828
12.75,1.654,0.01911
13.0,1.6683,0.01985
13.25,1.6804,0.02073
13.5,1.693,0.02161
13.75,1.7055,0.02253
14.0,1.716,0.02362
14.25,1.7273,0.02466
14.5,1.7378,0.02579
14.75,1.7463,0.02711
15.0,1.7558,0.02839
15.25,1.7648,0.02974
15.5,1.7722,0.03127
15.75,1.7783,0.03296
16.0,1.7861,0.03456
16.25,1.7929,0.03629
16.5,1.7979,0.03821
16.75,1.8015,0.04032
17.0,1.8037,0.04261
17.25,1.809,0.04465
17.5,1.8121,0.04695
17.75,1.8135,0.04945
18.0,1.8135,0.05215
