alpha,cl,cd
-6.0,-0.1972,0.008
-5.5,-0.1412,0.00769
-5.0,-0.0851,0.00743
-4.5,-0.0288,0.00722
-4.0,0.0277,0.00703
-3.0,0.1403,0.00676
-2.5,0.1964,0.00667
-2.0,0.2527,0.00658
-1.5,0.3088,0.00653
-0.5,0.421,0.00646
0.5,0.5328,0.00637
1.0,0.5877,0.00602
1.5,0.6414,0.00569
2.0,0.6921,0.00542
2.5,0.7577,0.0056
3.0,0.8124,0.00579
3.5,0.8672,0.00601
4.0,0.9219,0.00623
4.5,0.9765,0.00647
5.0,1.03,0.00679
5.5,1.0825,0.00717
6.0,1.1331,0.00769
6.5,1.1817,0.00835
7.0,1.2276,0.00918
7.5,1.2705,0.01021
8.0,1.3115,0.01131
8.5,1.3524,0.01232
9.0,1.3931,0.01324
9.5,1.4325,0.01413
10.0,1.4677,0.01501
10.5,1.501,0.01595
11.0,1.5334,0.01698
11.5,1.5634,0.01817
12.0,1.592,0.0195
12.5,1.6193,0.02097
13.0,1.643,0.02276
13.5,1.6652,0.02479
14.0,1.6859,0.02703
14.5,1.7002,0.02996
15.0,1.714,0.03311
15.5,1.7272,0.0365
16.0,1.7351,0.04062
