alpha,cl,cd
-6.0,-0.2896,0.02592
-5.5,-0.2249,0.02435
-5.0,-0.1565,0.0228
-4.5,-0.0735,0.02118
-4.0,-0.0111,0.02006
-3.5,0.0511,0.0189
-3.0,0.1135,0.01786
-2.5,0.1748,0.01694
-2.0,0.233,0.01604
-1.5,0.2879,0.01509
-1.0,0.3372,0.01403
-0.0,0.4943,0.01339
0.5,0.5719,0.01346
1.0,0.6158,0.01369
1.5,0.6622,0.014
2.0,0.7098,0.01436
2.5,0.7585,0.01478
3.0,0.8083,0.01523
3.5,0.8593,0.01572
4.0,0.9118,0.01622
4.5,0.961,0.01675
5.0,1.0097,0.01734
5.5,1.0585,0.01795
6.0,1.1073,0.01857
6.5,1.1558,0.01918
7.0,1.2035,0.01977
7.5,1.2494,0.02035
8.0,1.2929,0.02089
8.5,1.334,0.02141
9.0,1.3722,0.02192
9.5,1.4076,0.02249
10.0,1.4296,0.02324
10.5,1.4465,0.02411
11.0,1.4586,0.02546
11.5,1.4673,0.0273
12.0,1.47,0.02984
12.5,1.468,0.03319
13.0,1.4613,0.03743
13.5,1.4513,0.04249
14.0,1.4389,0.04825
14.5,1.4306,0.0542
15.0,1.4238,0.06026
15.5,1.4202,0.06618
16.0,1.42,0.07181
