alpha,cl,cd
-6.0,-0.6939,0.00973
-5.5,-0.6267,0.00912
-5.0,-0.5571,0.00848
-4.0,-0.4276,0.00728
-3.5,-0.3729,0.00681
-3.0,-0.3201,0.0064
-2.5,-0.2674,0.00607
-2.0,-0.2144,0.00581
-1.5,-0.1611,0.00562
-1.0,-0.1075,0.00549
-0.5,-0.0538,0.00542
-0.0,0.0,0.0054
0.5,0.0538,0.00542
1.0,0.1075,0.00549
1.5,0.1611,0.00562
2.0,0.2144,0.00581
2.5,0.2675,0.00606
3.0,0.3201,0.0064
3.5,0.3729,0.00681
4.0,0.4277,0.00728
4.5,0.4902,0.00787
5.0,0.5571,0.00848
5.5,0.6267,0.00912
6.0,0.694,0.00973
6.5,0.7634,0.01036
7.0,0.8268,0.01094
7.5,0.8686,0.01149
8.0,0.9101,0.01211
8.5,0.9512,0.01283
9.0,0.9949,0.01341
9.5,1.0365,0.01426
10.0,1.0809,0.01498
10.5,1.1225,0.01606
11.0,1.1665,0.01693
11.5,1.2056,0.0182
12.0,1.2453,0.01934
12.5,1.2833,0.02052
13.0,1.3151,0.02198
13.5,1.3276,0.02423
14.0,1.3502,0.02607
14.5,1.3672,0.02853
15.0,1.3809,0.03163
15.5,1.3898,0.03569
16.0,1.3853,0.04192
