alpha,cl,cd
-6.0,-0.573,0.0221
-5.5,-0.53,0.02061
-5.0,-0.4858,0.01934
-4.5,-0.4386,0.01834
-4.0,-0.3541,0.01727
-3.5,-0.2718,0.01632
-3.0,-0.1923,0.01543
-2.5,-0.1162,0.01441
-2.0,-0.0445,0.01346
-1.5,0.0239,0.01294
-1.0,0.1118,0.0128
-0.5,0.2323,0.01251
-0.0,0.3315,0.01199
0.5,0.3772,0.01166
1.0,0.4232,0.01153
1.5,0.4702,0.01154
2.0,0.5175,0.0117
2.5,0.5648,0.01195
3.0,0.6124,0.01227
3.5,0.66,0.01265
4.0,0.7075,0.01306
4.5,0.7547,0.01349
5.0,0.8014,0.01394
5.5,0.8475,0.01442
6.0,0.8924,0.01494
6.5,0.9355,0.01552
7.0,0.9757,0.01628
7.5,1.0114,0.01745
8.0,1.0406,0.01928
8.5,1.0668,0.02151
9.0,1.0926,0.02382
9.5,1.1195,0.02621
10.0,1.1468,0.02864
10.5,1.1786,0.03141
11.0,1.2083,0.03391
11.5,1.2417,0.03734
12.0,1.2783,0.04092
12.5,1.2888,0.04506
13.0,1.2957,0.04922
13.5,1.3109,0.05368
14.0,1.294,0.06069
14.5,1.258,0.06873
15.0,1.2139,0.07909
15.5,1.1629,0.09216
16.0,1.1078,0.10824
