alpha,cl,cd
-6.0,-0.6585,0.00834
-5.5,-0.5961,0.00785
-5.0,-0.5399,0.00738
-4.5,-0.4873,0.00695
-4.0,-0.4351,0.00654
-3.5,-0.3821,0.00618
-3.0,-0.3287,0.00588
-2.5,-0.2747,0.00564
-2.0,-0.2202,0.00547
-1.5,-0.1655,0.00534
-1.0,-0.1105,0.00525
-0.5,-0.0553,0.0052
-0.0,-0.0,0.00518
0.5,0.0553,0.0052
1.0,0.1105,0.00525
1.5,0.1655,0.00534
2.0,0.2202,0.00547
2.5,0.2747,0.00564
3.0,0.3287,0.00587
3.5,0.3821,0.00618
4.0,0.4351,0.00654
4.5,0.4873,0.00695
5.0,0.5399,0.00738
5.5,0.5961,0.00785
6.0,0.6586,0.00834
6.5,0.7237,0.00888
7.0,0.7889,0.00937
7.5,0.8555,0.0099
8.0,0.9208,0.01045
8.5,0.9723,0.01101
9.0,1.0147,0.01152
9.5,1.0578,0.0121
10.0,1.1017,0.01271
10.5,1.1462,0.01343
11.0,1.1925,0.01409
11.5,1.2359,0.01508
12.0,1.2818,0.01581
12.5,1.3256,0.01668
13.0,1.3654,0.01782
13.5,1.4026,0.01906
14.0,1.4399,0.02013
14.5,1.4692,0.02134
15.0,1.4926,0.0229
15.5,1.5081,0.02515
16.0,1.5136,0.02852
