alpha,cl,cd
-6.0,-0.5481,0.01567
-5.5,-0.4755,0.01449
-5.0,-0.4048,0.01306
-4.5,-0.3339,0.01217
-4.0,-0.2758,0.01114
-3.5,-0.2251,0.01038
-3.0,-0.1735,0.00995
-2.5,-0.1221,0.00957
-2.0,-0.0703,0.0092
-1.5,-0.0185,0.00891
-1.0,0.02,0.00689
-0.5,0.0674,0.00653
-0.0,0.1166,0.00652
0.5,0.1669,0.00672
1.0,0.2178,0.00709
1.5,0.2763,0.00756
2.0,0.3419,0.00803
2.5,0.4142,0.00851
3.0,0.4885,0.00891
3.5,0.5611,0.00929
4.0,0.6356,0.00961
4.5,0.6974,0.00991
5.0,0.7424,0.01029
5.5,0.7887,0.01052
6.0,0.8331,0.01098
6.5,0.8797,0.01125
7.0,0.9243,0.01179
7.5,0.972,0.01208
8.0,1.017,0.01267
8.5,1.0659,0.01297
9.0,1.1128,0.01353
9.5,1.1617,0.01394
10.0,1.2097,0.01447
10.5,1.2564,0.01511
11.0,1.3018,0.01583
11.5,1.3462,0.01661
12.0,1.3882,0.01754
12.5,1.4267,0.01867
13.0,1.4575,0.02023
13.5,1.4791,0.02198
14.0,1.4935,0.02428
14.5,1.5028,0.02717
15.0,1.5072,0.03093
15.5,1.499,0.03668
16.0,1.4927,0.04326
