alpha,cl,cd
-6.0,-0.691,0.01674
-5.5,-0.6544,0.01538
-5.0,-0.6162,0.01433
-4.5,-0.5765,0.01353
-4.0,-0.5351,0.01292
-3.5,-0.4925,0.01246
-3.0,-0.4485,0.01214
-2.5,-0.4042,0.01196
-2.0,-0.361,0.01194
-1.5,-0.2948,0.01216
-1.0,-0.2064,0.0125
-0.5,-0.1091,0.01283
-0.0,-0.0,0.01299
0.5,0.1091,0.01283
1.0,0.2064,0.0125
1.5,0.2948,0.01215
2.0,0.361,0.01194
2.5,0.4041,0.01196
3.0,0.4484,0.01214
3.5,0.4924,0.01246
4.0,0.535,0.01292
4.5,0.5764,0.01353
5.0,0.6161,0.01433
5.5,0.6544,0.01538
6.0,0.6909,0.01674
6.5,0.7283,0.01818
7.0,0.7659,0.01981
7.5,0.8048,0.02152
8.0,0.8453,0.02347
8.5,0.8868,0.0258
9.0,0.928,0.02859
9.5,0.9674,0.03109
10.0,0.9997,0.03513
10.5,1.0271,0.03894
11.0,1.0525,0.04388
11.5,1.0432,0.04989
12.0,1.011,0.05682
12.5,0.964,0.06564
13.0,0.9122,0.07823
13.5,0.4884,0.14014
14.0,0.6668,0.16006
14.5,0.6978,0.16562
15.0,0.6829,0.17566
15.5,0.6982,0.18225
16.0,0.7374,0.19087
