alpha,cl,cd
-6.0,-0.1913,0.00945
-5.5,-0.136,0.00902
-5.0,-0.0805,0.00862
-4.5,-0.0249,0.00829
-4.0,0.031,0.00801
-3.5,0.0868,0.00778
-3.0,0.1423,0.00757
-2.5,0.1981,0.0074
-2.0,0.2535,0.00728
-1.5,0.3091,0.00719
-1.0,0.3643,0.00711
-0.0,0.4741,0.0069
0.5,0.5266,0.00642
1.0,0.5736,0.00595
1.5,0.6444,0.00604
2.0,0.6974,0.00627
2.5,0.7512,0.0065
3.0,0.8052,0.00674
3.5,0.8594,0.00697
4.0,0.9135,0.00721
4.5,0.9673,0.00747
5.0,1.0203,0.00779
5.5,1.0735,0.00808
6.0,1.125,0.00848
6.5,1.1751,0.00897
7.0,1.2224,0.00966
7.5,1.2663,0.01056
8.0,1.3056,0.01175
8.5,1.341,0.0131
9.0,1.3749,0.01442
9.5,1.4048,0.01565
10.0,1.4351,0.01682
10.5,1.4634,0.01815
11.0,1.4912,0.01954
11.5,1.518,0.02107
12.0,1.5417,0.02288
12.5,1.5612,0.0251
13.0,1.5815,0.0274
13.5,1.597,0.03027
14.0,1.6082,0.0337
14.5,1.6207,0.03722
15.0,1.6253,0.04176
15.5,1.6209,0.04761
16.0,1.6248,0.05288
