alpha,cl,cd
-6.0,-0.7079,0.01337
-5.5,-0.6675,0.01249
-5.0,-0.6261,0.01171
-4.5,-0.5832,0.01106
-4.0,-0.5385,0.01056
-3.5,-0.4773,0.0101
-3.0,-0.3974,0.00963
-2.5,-0.3192,0.00918
-2.0,-0.2415,0.00875
-1.5,-0.1697,0.00834
-1.0,-0.1062,0.00799
-0.5,-0.0521,0.00776
-0.0,0.0,0.00768
0.5,0.0521,0.00776
1.0,0.1062,0.00799
1.5,0.1697,0.00834
2.0,0.2415,0.00875
2.5,0.3192,0.00918
3.0,0.3974,0.00963
3.5,0.4773,0.0101
4.0,0.5384,0.01056
4.5,0.5831,0.01106
5.0,0.626,0.01171
5.5,0.6674,0.01249
6.0,0.7078,0.01337
6.5,0.7474,0.01433
7.0,0.7858,0.01544
7.5,0.8245,0.01656
8.0,0.8621,0.01785
8.5,0.9011,0.01912
9.0,0.9402,0.02056
9.5,0.9769,0.02253
10.0,1.016,0.02398
10.5,1.0512,0.02647
11.0,1.0853,0.02851
11.5,1.1174,0.03061
12.0,1.1397,0.03403
12.5,1.1494,0.03728
13.0,1.155,0.04087
13.5,1.1583,0.04478
14.0,1.1535,0.05087
14.5,1.1217,0.05937
15.0,1.08,0.07135
15.5,1.0263,0.08754
