alpha,cl,cd
-6.0,-0.583,0.0287
-5.5,-0.5531,0.02417
-5.0,-0.4828,0.02027
-4.5,-0.4048,0.01802
-4.0,-0.326,0.01599
-3.5,-0.2417,0.01466
-3.0,-0.1681,0.01305
-2.5,-0.1101,0.01195
-2.0,-0.0577,0.01102
-1.5,-0.0257,0.00829
-1.0,0.0162,0.00771
-0.5,0.0643,0.00782
-0.0,0.1181,0.00821
0.5,0.1906,0.00886
1.0,0.2712,0.00937
1.5,0.3493,0.00984
2.0,0.429,0.01035
2.5,0.4982,0.01078
3.0,0.5443,0.01115
3.5,0.5897,0.0115
4.0,0.6347,0.01192
4.5,0.6794,0.01241
5.0,0.7241,0.0129
5.5,0.7697,0.01338
6.0,0.8147,0.01404
6.5,0.8608,0.01455
7.0,0.9065,0.01526
7.5,0.9528,0.01586
8.0,0.9993,0.01663
8.5,1.0459,0.0173
9.0,1.0922,0.01802
9.5,1.1379,0.01886
10.0,1.1827,0.01929
10.5,1.226,0.02002
11.0,1.2674,0.02079
11.5,1.3069,0.02152
12.0,1.3443,0.02239
12.5,1.3761,0.02351
13.0,1.399,0.02502
13.5,1.4165,0.02714
14.0,1.4268,0.03012
14.5,1.4263,0.03451
15.0,1.4154,0.04084
15.5,1.3965,0.04922
16.0,1.3698,0.05948
