alpha,cl,cd
-6.0,-0.186,0.0111
-5.5,-0.1315,0.01064
-5.0,-0.0768,0.01024
-4.5,-0.0218,0.00991
-4.0,0.0331,0.0096
-3.5,0.0879,0.00934
-3.0,0.1428,0.00913
-2.5,0.1976,0.00897
-2.0,0.252,0.00884
-1.5,0.3063,0.00872
-1.0,0.3604,0.00862
-0.5,0.4137,0.0085
-0.0,0.4652,0.00815
0.5,0.5156,0.00785
1.0,0.5627,0.00765
1.5,0.6213,0.00777
2.0,0.7051,0.00807
2.5,0.7636,0.00834
3.0,0.8113,0.00854
3.5,0.8601,0.00878
4.0,0.9094,0.00909
4.5,0.9598,0.00936
5.0,1.0108,0.00964
5.5,1.0608,0.00997
6.0,1.1097,0.01034
6.5,1.1584,0.01069
7.0,1.2061,0.01106
7.5,1.252,0.0115
8.0,1.2961,0.01198
8.5,1.3346,0.01259
9.0,1.371,0.01336
9.5,1.4045,0.01433
10.0,1.4356,0.01547
10.5,1.4622,0.0169
11.0,1.4845,0.01865
12.0,1.5187,0.02314
12.5,1.5324,0.02587
13.0,1.5419,0.02911
13.5,1.5511,0.03262
14.0,1.5572,0.03667
14.5,1.561,0.04122
15.0,1.5616,0.0464
15.5,1.5582,0.05227
16.0,1.5577,0.0581
