alpha,cl,cd
-6.0,-0.1837,0.01146
-5.5,-0.1297,0.01089
-5.0,-0.0755,0.01026
-4.5,-0.0207,0.00975
-4.0,0.0344,0.00934
-3.5,0.0897,0.00896
-3.0,0.1448,0.00865
-2.5,0.2,0.0084
-2.0,0.255,0.00819
-1.5,0.3099,0.00802
-1.0,0.3646,0.00787
-0.5,0.4184,0.00766
-0.0,0.469,0.00701
0.5,0.5143,0.00652
1.0,0.5899,0.00672
1.5,0.6418,0.00697
2.0,0.6944,0.00723
2.5,0.7473,0.0075
3.0,0.8004,0.00779
3.5,0.8537,0.00807
4.0,0.9069,0.00836
4.5,0.9599,0.00867
5.0,1.0123,0.009
5.5,1.0638,0.00935
6.0,1.1152,0.00969
6.5,1.165,0.01012
7.0,1.2135,0.01063
7.5,1.2591,0.01131
8.0,1.2996,0.01232
8.5,1.3343,0.01366
9.0,1.3623,0.01529
9.5,1.3842,0.01697
10.0,1.4076,0.01862
10.5,1.4294,0.02043
11.0,1.4519,0.02228
11.5,1.4706,0.0245
12.0,1.4894,0.02688
12.5,1.5041,0.02975
13.0,1.5133,0.0333
13.5,1.5229,0.03711
14.0,1.5298,0.0414
14.5,1.52,0.04779
15.0,1.5262,0.05281
15.5,1.5267,0.05871
16.0,1.5201,0.06573
