alpha,cl,cd
-6.0,-0.7269,0.01117
-5.5,-0.6763,0.01056
-5.0,-0.6036,0.00982
-4.5,-0.5329,0.00912
-4.0,-0.4579,0.00847
-3.5,-0.3881,0.00787
-3.0,-0.3222,0.00735
-2.5,-0.2629,0.00691
-2.0,-0.2087,0.00654
-1.5,-0.1564,0.00625
-1.0,-0.1044,0.00604
-0.5,-0.0523,0.00591
-0.0,0.0,0.00587
0.5,0.0523,0.00591
1.0,0.1045,0.00604
1.5,0.1564,0.00625
2.0,0.2087,0.00654
2.5,0.2629,0.00691
3.0,0.3222,0.00735
3.5,0.3881,0.00788
4.0,0.4579,0.00846
4.5,0.5329,0.00912
5.0,0.6036,0.00982
5.5,0.6764,0.01056
6.0,0.7269,0.01117
6.5,0.7684,0.01184
7.0,0.8098,0.01249
7.5,0.8508,0.01322
8.0,0.8911,0.01407
8.5,0.9329,0.01483
9.0,0.9736,0.01577
9.5,1.012,0.01705
10.0,1.0548,0.01797
10.5,1.0904,0.01956
11.0,1.1306,0.02068
11.5,1.1664,0.02207
12.0,1.1903,0.02429
12.5,1.2155,0.02588
13.0,1.2365,0.02784
13.5,1.2513,0.0305
14.0,1.2521,0.0349
14.5,1.26,0.0391
15.0,1.2611,0.04463
15.5,1.256,0.05151
16.0,1.2444,0.05984
