alpha,cl,cd
-6.0,-0.5287,0.00813
-5.5,-0.4766,0.00787
-5.0,-0.4221,0.00772
-4.0,-0.3117,0.00745
-3.5,-0.2561,0.00735
-3.0,-0.2002,0.00732
-2.5,-0.1441,0.00728
-2.0,-0.0881,0.00728
-1.5,-0.0319,0.00725
-1.0,0.0241,0.00727
-0.5,0.0795,0.0072
-0.0,0.1291,0.00618
0.5,0.1829,0.00593
1.0,0.2379,0.00581
1.5,0.2931,0.00573
2.0,0.3476,0.00567
2.5,0.4034,0.00573
3.0,0.4591,0.00584
3.5,0.515,0.00594
4.0,0.5696,0.00611
4.5,0.6245,0.00625
5.0,0.6798,0.00646
5.5,0.738,0.00665
6.0,0.7997,0.00691
6.5,0.8634,0.00715
7.0,0.9291,0.00746
7.5,0.9942,0.00773
8.0,1.0579,0.00809
8.5,1.1123,0.00848
9.0,1.1583,0.00883
9.5,1.2047,0.00925
10.0,1.2512,0.00977
10.5,1.2977,0.01042
11.0,1.3444,0.01116
11.5,1.3892,0.01208
12.0,1.4341,0.01298
12.5,1.4768,0.014
13.0,1.5193,0.01497
13.5,1.56,0.01597
14.0,1.598,0.01706
14.5,1.6329,0.01819
15.0,1.6596,0.01938
15.5,1.6815,0.02093
16.0,1.7026,0.0227
