alpha,cl,cd
-6.0,-0.4127,0.00935
-5.5,-0.359,0.00889
-5.0,-0.3052,0.00848
-4.5,-0.2513,0.00807
-4.0,-0.197,0.0077
-3.5,-0.1424,0.00739
-3.0,-0.0877,0.00708
-2.0,0.0219,0.0066
-1.5,0.0765,0.00637
-1.0,0.1304,0.00609
-0.5,0.1839,0.00582
-0.0,0.2372,0.00565
0.5,0.29,0.00554
1.0,0.3416,0.00548
1.5,0.3925,0.00557
2.0,0.45,0.00578
2.5,0.5182,0.00605
3.0,0.5921,0.00635
3.5,0.6669,0.00665
4.0,0.7148,0.00693
4.5,0.7625,0.00728
5.0,0.8095,0.00775
5.5,0.8559,0.00833
6.0,0.902,0.00905
6.5,0.9483,0.00984
7.0,0.9946,0.01068
7.5,1.0409,0.01153
8.0,1.0874,0.01234
8.5,1.1341,0.0131
9.0,1.1796,0.01393
9.5,1.2241,0.01477
10.0,1.2672,0.01566
10.5,1.307,0.01671
11.0,1.3464,0.01767
11.5,1.3777,0.01885
12.0,1.4085,0.02001
12.5,1.4296,0.02183
13.0,1.4568,0.02336
13.5,1.48,0.02527
14.0,1.4898,0.02837
14.5,1.5063,0.03124
15.0,1.5196,0.03465
15.5,1.5282,0.03883
16.0,1.5298,0.04408
