alpha,cl,cd
-6.0,-0.3494,0.03614
-5.5,-0.2774,0.02855
-5.0,-0.2024,0.02519
-4.5,-0.1313,0.02284
-4.0,-0.0563,0.02107
-3.5,0.0275,0.01935
-3.0,0.0966,0.01809
-2.5,0.1637,0.01696
-2.0,0.2282,0.01586
-1.5,0.2887,0.01466
-1.0,0.3349,0.01284
-0.5,0.428,0.01221
-0.0,0.48,0.01221
0.5,0.5352,0.01221
1.0,0.5872,0.01239
1.5,0.6417,0.0126
2.0,0.6937,0.01294
2.5,0.7469,0.01331
3.0,0.8009,0.01372
3.5,0.8528,0.01421
4.0,0.9047,0.01473
4.5,0.9567,0.01526
5.0,1.0086,0.0158
5.5,1.0604,0.01636
6.0,1.1106,0.01692
6.5,1.1576,0.0174
7.0,1.2041,0.01783
7.5,1.248,0.01827
8.0,1.2878,0.01876
8.5,1.324,0.01931
9.0,1.3536,0.02004
9.5,1.3727,0.02131
10.0,1.3731,0.02354
10.5,1.363,0.02716
11.0,1.3522,0.03157
11.5,1.3482,0.03604
12.0,1.3467,0.04072
12.5,1.3523,0.04507
13.0,1.3619,0.04926
13.5,1.3764,0.0532
14.0,1.3915,0.05713
14.5,1.4112,0.06119
15.0,1.4208,0.06589
15.5,1.4414,0.07065
16.0,1.4273,0.07805
