alpha,cl,cd
-6.0,-0.1984,0.00816
-5.5,-0.1421,0.00795
-5.0,-0.086,0.00775
-4.5,-0.0298,0.00759
-4.0,0.0265,0.00744
-3.5,0.0829,0.00732
-3.0,0.1391,0.00723
-2.5,0.1952,0.00716
-2.0,0.2516,0.0071
-1.5,0.3078,0.00705
-1.0,0.3639,0.00703
-0.5,0.4199,0.00701
-0.0,0.4761,0.007
0.5,0.5322,0.00695
1.0,0.5877,0.00676
1.5,0.6423,0.00655
2.0,0.6965,0.00643
2.5,0.7494,0.00625
3.0,0.7985,0.00624
3.5,0.8673,0.00644
4.0,0.935,0.00664
4.5,0.9849,0.00686
5.0,1.036,0.00712
5.5,1.0876,0.0074
6.0,1.1388,0.00771
6.5,1.189,0.0081
7.5,1.2845,0.0091
8.0,1.3292,0.00973
8.5,1.3707,0.01046
9.0,1.4062,0.01129
9.5,1.4391,0.01225
10.0,1.4701,0.01334
10.5,1.4992,0.01455
11.0,1.5269,0.01588
11.5,1.5542,0.01729
12.0,1.579,0.01891
12.5,1.6038,0.02064
13.0,1.6268,0.02258
13.5,1.6474,0.02481
14.0,1.6653,0.02736
14.5,1.6824,0.03013
15.0,1.6974,0.03326
15.5,1.7069,0.03708
16.0,1.718,0.04094
